depId, depCount
com.github.jinahya:commons-codec-proxies, 1
com.kohlschutter.junixsocket:junixsocket-rmi, 1
org.jboss.spec.javax.json:jboss-json-api_1.0_spec, 2
org.jvnet.hudson.main:hudson-remoting, 21
com.wordnik:swagger-jersey-jaxrs_2.10.0, 1
org.apache.karaf.cellar:apache-karaf-cellar, 1
org.apache.camel:camel-core-xml, 2
com.jasonbaldridge:nak, 1
com.razie:20widgets_2.9.0-1, 1
com.wordnik:mongo-utils_2.8.1, 1
org.objectweb.zeus:zeus, 1
com.googlecode.cassandra-jca:cassandra-jca-api, 1
com.nominanuda:zen-urispec, 2
org.apache.maven.mercury:mercury-crypto-api, 13
org.apache.accumulo:accumulo-minicluster, 1
org.openengsb.domain:org.openengsb.domain.build, 1
org.commonjava.couch:couch-app-support, 12
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-inmemory, 2
javax.mail:mail, 16736
com.nesscomputing.mojo:migratory-maven-common, 1
de.sciss:scalainterpreterpane_2.8.1, 1
org.codehaus.plexus:plexus-archiver, 340
org.jbundle.app.contact:org.jbundle.app.contact, 1
org.randombits.math:math-eval, 1
org.lazydoc:lazydoc-annotation, 2
org.geomajas.plugin:geomajas-plugin-editing-gwt-example-jar, 1
org.roaringbitmap:RoaringBitmap, 34
org.ow2.wildcat:wildcat-api, 2
com.atlassian.templaterenderer:atlassian-template-renderer-velocity1.6-plugin, 1
org.hyperscala:hyperscala-ux_2.11, 2
org.hobsoft.symmetry:symmetry-support-bean, 7
net.osgiliath.framework:net.osgiliath.features.karaf-features-standard, 2
org.sakaiproject.entitybroker:entitybroker-api, 24
org.codehaus.woodstox:wstx-asl, 8023
org.skyscreamer:yoga-jersey, 1
com.espertech:esper, 5
com.manydesigns:portofino-pageactions, 5
org.kitesdk:kite-morphlines-solr-core, 1
org.apache.geronimo.bundles:wadi-group, 2
org.open-dolphin:dolphin-shared, 6
org.apache.commons:commons-dbcp2, 185
${project.groupId}:strategy, 1
org.eclipselabs:org.eclipse.emf.gwt.ecore, 3
com.mockrunner:mockrunner-ejb, 1
org.dojotoolkit:custom_rhino, 2
org.apache.lucene:lucene-analyzers-morfologik, 15
org.jboss.forge.furnace:furnace-manager, 2
org.hobsoft.symmetry:symmetry-ui-test-support, 1
org.picketlink.idm:picketlink-idm-cache, 2
org.springframework.boot:spring-boot-autoconfigure, 55
org.apache.tuscany.sca:tuscany-core-runtime-pom, 1
org.apache.archiva.redback:redback-common-ldap, 8
org.opencoweb:coweb-server, 1
io.apiman:apiman-gateway-api-rest, 5
org.ow2.orchestra.eclipse.birt:org.ow2.orchestra.eclipse.birt.chart.device.svg, 2
net.simonvt:android-datepicker, 1
org.ow2.orchestra.eclipse.birt:org.ow2.orchestra.eclipse.birt.report.engine.script.javascript, 2
commons-primitives:commons-primitives, 48
${project.groupId}:air-util, 1
mysql:mysql-connector-mxj-db-files, 6
com.mpatric:mp3agic, 1
org.akhikhl.gretty:gretty-runner-tomcat, 1
org.fabric3:fabric3-timer-spi, 1
com.github.danielpacak.jenkins.ci:jenkins.ci.core, 1
org.glassfish.main.admingui:console-common, 1
com.mtvnet.boxspring:boxspring-core, 7
nz.ac.auckland.common:common-stereotypes, 19
com.sun.enterprise:config-generator, 1
com.pastdev.httpcomponents:server-test, 1
org.jamon:jamon-stdlib, 1
com.novell.ldap:jldap, 1
org.jboss.forge:addon-manager-impl, 2
${project.groupId}:net.officefloor.extras, 1
net.sourceforge.jeval:jeval, 10
geronimo:geronimo-transaction, 22
org.apache.geronimo.bundles:axis2-saaj, 2
org.apache.jmeter:ApacheJMeter_ldap, 1
org.kie.commons:kieora-commons-io, 1
com.dmitriy-tarasov:android-intents, 1
org.ow2.jonas:jonas-dbm, 1
org.jboss.spec.javax.transaction:jboss-transaction-api_1.1_spec, 1748
${project.groupId}:org.cogchar.lib.animoid, 4
org.elasticsearch:elasticsearch-lang-groovy, 1
org.ow2.petals.dsb:dsb-kernel-restapi, 2
de.sciss:rating-java, 3
${project.groupId}:wildfly-feature-pack-build-maven-plugin, 1
org.jvnet.ogc:ws-addressing-schema, 10
org.ow2.easybeans:easybeans-component-jmx, 9
org.apache.geronimo.samples.osgi.showmethemoney:showmethemoney-api, 2
com.woorea:swift-model, 2
org.apache.sling:org.apache.sling.extensions.apt.parser, 1
io.fabric8:fabric-docker-api, 1
org.ow2.util.metadata:metadata-car-impl, 1
org.sakaiproject.profile2:profile2-api, 2
org.jvnet.ogc:wps-common, 1
org.ops4j.pax.exam.samples:pax-exam-sample4-model, 3
org.apache.geronimo.specs:geronimo-jms_1.1_spec, 6053
net.sourceforge.jeuclid:jeuclid-core, 44
com.jivesoftware.os.tasmo:tasmo-lib, 1
edu.washington.cs.knowitall.nlptools:nlptools-stem-morpha_2.10, 2
org.springframework.roo:org.springframework.roo.support.osgi, 35
org.apache.cxf:cxf-rt-transports-jbi, 3
org.ow2.jonas:bootstrap, 2
${pom.groupId}:paranamer, 3
hessian:hessian, 8
org.jboss.forge.addon:environment-impl, 69
org.wildfly:wildfly-io, 1
org.kie.workbench.services:kie-wb-common-project-backend, 1
org.bitbucket.mstrobel:procyon-reflection, 1
org.scalanlp:epic-parser-fr-span_2.10, 1
org.la4j:la4j, 52
org.apache.felix.karaf:org.apache.felix.karaf.main, 1
org.apache.jmeter:jmeter, 1
com.github.stefanbirkner:semantic-wrapper, 1
com.liferay.portal:util-taglib, 6
com.amazonaws:aws-java-sdk-cognitosync, 135
${project.groupId}:chemistry-opencmis-server-support, 5
org.metatype.sxc:sxc-runtime, 3
org.grails:grails-test, 1
org.scala-sbt:command, 1
net.uniscala:uniscala-json_2.10, 1
edu.gmu.cs:ecj, 2
org.apache.nifi:nifi-framework-cluster-web, 3
org.hyperscala:hyperscala-web_2.11, 9
org.hyperscala:hyperscala-web_2.10, 7
net.databinder:unfiltered_2.9.0, 6
com.carrotsearch:smartsprites, 1
net.databinder:unfiltered_2.9.1, 14
net.liftmodules:lift-jquery-module_2.5_2.9.1-1, 2
org.apache.tuscany.sca:org.apache.tuscany.sca.core, 1
net.databinder:unfiltered_2.9.2, 21
net.databinder:unfiltered_2.9.3, 23
net.liftweb:lift-json-scalaz7_2.10, 3
com.typesafe.akka:akka-mailboxes-common_2.10.0-RC5, 2
com.github.livesense:org.liveSense.core, 9
com.typesafe.akka:akka-mailboxes-common_2.10.0-RC3, 2
com.typesafe.akka:akka-mailboxes-common_2.10.0-RC1, 2
org.apache.camel:camel-swagger, 3
com.typesafe.akka:akka-mailboxes-common_2.10.0-RC2, 2
com.netaporter.gatling:gatling-metrics, 2
net.stax:stax-appserver-core, 2
org.apache.sirona:sirona-aop, 3
net.databinder.dispatch:dispatch-lift-json_2.10, 1
org.richfaces.ui.misc:richfaces-ui-misc-ui, 6
net.smartlab.web:smartweb-test, 2
net.databinder.dispatch:dispatch-lift-json_2.11, 1
org.cryptonode.jncryptor:jncryptor, 1
com.kirgor.enklib:sql, 1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.wsdl4j-1.6.1, 2
de.fau.cs.osr.utils:utils, 18
org.apache.stanbol:org.apache.stanbol.ontologymanager.sources.clerezza, 3
org.apache.tapestry:commons, 1
${project.groupId}:reef-checkpoint, 2
org.jbpm:jbpm-form-modeler-form-provider, 2
com.github.stephanenicolas.injectview:injectview-annotations, 1
com.github.sharispe:slib-graph-utils, 5
org.kohsuke:github-api, 3
${project.groupId}:sakai-siteassociation-api, 1
org.jclouds.provider:aws-sts, 1
org.apache.marmotta:sesame-tools-rio-api, 1
org.apache.maven.plugins:maven-scm-plugin, 2
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.matetools-model-lemmatizer-de-tiger, 1
org.codehaus.gmaven.runtime:gmaven-runtime-api, 18
org.jboss.bom:jboss-javaee-6.0-with-hibernate, 3
org.jboss.resteasy:resteasy-keystone-core, 1
org.glassfish.main.common:amx-config-impl, 1
io.dropwizard:dropwizard-testing, 2
org.glassfish.jersey.media:jersey-media-sse, 5
li.rudin.mavenjs:crossroads, 2
fr.velossity.osgi:SCRServiceRequester, 1
org.sakaiproject.profile2:profile2-bundle, 1
org.ops4j.pax.exam.samples:pax-exam-sample4-service, 1
org.craftercms:crafter-profile, 1
org.imixs.workflow:org.imixs.workflow.jee.client-api, 1
org.ow2.bonita:bonita-template, 5
net.eusashead.parquet:parquet-utils, 4
org.apache.hadoop:hdfs, 3
com.vilt-group.minium:minium-script-test, 1
org.mule.transports:mule-transport-xmpp, 1
org.jflux:org.jflux.spec.services, 1
org.codehaus.sonar-plugins.dotnet.tools:dotnet-tools-commons, 3
us.levk:tools-collections, 1
org.ow2.bundles:ow2-util-ee-event, 9
org.kie.workbench.services:kie-wb-common-refactoring-api, 34
org.sonatype.sisu:sisu-maven-bridge, 6
io.vertx:vertx-service-factory, 4
${project.groupId}:iserve-sal-core, 1
org.apache.directory.server:apacheds-jdbm-partition, 1
com.hack23.cia:model.internal.application.user.impl, 5
org.tuckey:urlrewritefilter, 12
org.codehaus.jackson:jackson-jaxrs, 836
org.mortbay.jetty:jetty-util, 14580
de.choffmeister:auth-common_2.11, 1
de.choffmeister:auth-common_2.10, 1
com.almworks.sqlite4java:sqlite4java, 8
com.baulsupp.kolja:kolja-ansi, 4
org.modeshape:modeshape-sequencer-sramp, 2
org.eclipse.swt:org.eclipse.swt.gtk.linux.x86_64, 1
com.nativelibs4java:javacl-jna, 2
com.github.sviperll:text-templates, 2
${project.groupId}:util-ee-metadata-common-api, 7
com.googlecode.playn:playn-benchmark-core, 1
org.kuali.ole:ole-sql-controller, 1
com.sun.pkg:pkg-toolkit, 1
com.draagon:metaobjects-core, 2
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-token-nl-maxent, 9
edu.uiuc.ncsa.security.delegation:ncsa-security-delegation-server, 9
org.apache.hadoop:zookeeper, 3
fulcrum:fulcrum-yaafi, 1
com.google.template:soy, 7
de.sciss:scalaaudiowidgets_2.10.0-M6, 2
org.apache.cocoon.controller:cocoon-controller, 8
com.kenai.nbpwr:com-sun-media-imageio, 1
org.glassfish.main.deployment:deployment-common, 97
org.jredis:jredis-core-api, 66
de.sciss:scalaaudiowidgets_2.10.0-M7, 1
${project.groupId}:whirr-zookeeper, 2
org.apache.directory.jdbm:apacheds-jdbm1, 2
org.apache.directory.jdbm:apacheds-jdbm2, 241
org.codeswarm:fallible_2.10, 1
no.digipost:api-commons, 1
org.eclipse.emf:ecore-change, 5
${project.groupId}:spring-webmvc, 41
${groupId}:shared-i18n, 9
com.sun.phobos:phobos-framework, 1
org.mule.transports:mule-transport-jetty, 2
com.sematext.ag:ag-player, 1
org.apache.tuscany.sca:tuscany-binding-atom-abdera, 1
io.fluo:fluo-core, 1
org.apache.metamodel:MetaModel-sugarcrm, 50
org.glassfish.common:common-util, 76
com.github.thehilikus.jrobocom:jrobocom-core, 1
org.objectweb.fractal.bf.binjiu.runtime:controlpoint, 1
org.objectweb.fractal.fractalexplorer:fractal-explorer, 5
org.sakaiproject.common:sakai-common-composite-component, 1
se.jguru.nazgul.core.quickstart.model:nazgul-core-quickstart-model, 2
com.quinsoft.zeidon:object-browser, 1
commons-discovery:commons-discovery, 407
org.elasticsearch:elasticsearch-groovy, 1
com.googlecode.kevinarpe-papaya:kevinarpe-papaya, 4
org.jboss.weld:weld-spi, 1476
org.eclipse.hudson.main:hudson-rest, 1
com.sun.japex:japex-maven-plugin, 1
br.com.uol.reconf:reconf-infra, 2
org.codehaus.plexus:plexus-appserver, 1
org.jclouds.provider:aws-sqs, 1
io.backchat.jerkson:jerkson_2.9.2, 1
org.syncope.identityconnectors:framework, 3
org.eclipse.uml2:eclipse-uml2-common, 1
com.googlecode.charpa.charpa-wicket:charpa-wicket-service, 1
br.ufmg.dcc.saotome:beholder, 1
com.github.spullara.mustache.java:builder, 1
org.ow2.jonas.cxf.transport.mdb:mdb-examples-basic-modules-client-sender, 2
com.buschmais.jqassistant.core:jqassistant.core.pluginmanager, 1
org.molgenis:molgenis-omx-auth, 1
com.twitter.elephantbird:elephant-bird-hive, 1
junit:junit-addons, 2
org.jibx.schema.org.opentravel._2014A:org.jibx.schema.org.opentravel._2014A.base.loyalty, 1
org.hornetq:hornetq-logging, 1
org.jbundle.thin.base.screen:org.jbundle.thin.base.screen.cal.other, 29
${project.groupId}:spring-vaadin-eventbus, 1
no.geosoft:filemonitor, 8
org.littleshoot:tcp-framing, 4
org.apache.xalan:serializer, 2
org.ow2.util:util-execution, 159
org.apache.camel:camel-mail, 2
org.apache.geronimo.samples.daytrader.modules:wsappclient, 3
io.dropwizard.metrics:metrics-httpclient, 1
org.glassfish.web:jsp-impl, 8
org.powertac:balancing-market, 2
org.kevoree.watchdog:org.kevoree.watchdog, 1
com.pi4j:pi4j-core, 3
org.metawidget.modules:metawidget-jbpm, 1
org.wicketeer:wicket-modelfactory, 4
org.ow2.util:util-protocol-ssh-impl-jsch, 1
org.ow2.petals:petals-probes-api, 1
org.ow2.jasmine:deployme-module-jndi, 1
org.jibx.schema.org.opentravel._2012B:org.jibx.schema.org.opentravel._2012B.misc, 2
com.github.widebase:widebase-rpc_2.9.1, 1
org.javolution:javolution, 57
mondrian:mondrian, 557
ojdbc:ojdbc, 3
${project.groupId}:basiclti-api, 1
se.jguru.nazgul.core.algorithms.api:nazgul-core-algorithms-api, 15
com.betfair.cougar:client-idd, 2
io.dropwizard.metrics:metrics-jvm, 35
org.stagemonitor:stagemonitor-jvm, 2
guru.nidi.raml:raml-tester, 1
com.github.jnr:jnr-netdb, 3378
com.twitter:cassovary-core_2.10, 1
com.twitter:cassovary-core_2.11, 1
org.modelmapper.extensions:modelmapper-spring, 2
com.github.wavesoftware:glassfish-ant-console, 1
it.sephiroth.android.library.imagezoom:library, 1
org.guvnor:guvnor-structure-backend, 34
org.rhq:safe-invoker, 3
org.ow2.orchestra.eclipse.birt:org.ow2.orchestra.eclipse.birt.chart.device.extension, 3
com.intellij:openapi, 1
net.windwards.3rdparty:dbus-bin, 1
org.springframework.integration:spring-integration-adapter, 2
com.comoyo.commons:emjar, 1
co.cask.tigon:tigon-yarn, 3
org.geonames:geonames, 11
io.fabric8.insight:insight-log4j, 3
org.hudsonci.plugins:subversion, 3
${oscar.groupId}:oscar4-memmrecogniser, 2
org.ow2.frascati:frascati-implementation-script-xquery, 1
org.eobjects.datacleaner:DataCleaner-data-structures, 13
com.gmongo:gmongo, 1
io.fabric8:fabric-git, 13
${project.groupId}:gedcomx-test-support, 6
cc.co.scala-reactive:reactive-core_2.9.2, 1
sk.seges.acris:acris-recorder-scaffold-model, 5
org.sisioh:sisioh-config_2.10, 8
org.apache.brooklyn:brooklyn-utils-common, 1
org.jcrom:jcrom, 1
org.helgoboss:scala-osgi-metatype, 1
org.opennms.newts:newts-api, 5
net.sf.spring-json:spring-json, 1
org.apache.geronimo.bundles:wadi-aop, 2
org.carewebframework:org.carewebframework.rpms.api.core, 7
org.ow2.frascati.tinfi.examples:frascati-tinfi-helloworld-osgi-interfaces, 3
org.ow2.easybeans:easybeans-component-depmonitor, 8
net.sourceforge.parallelcolt:parallelcolt, 2
com.paypal.cascade:cascade-common_2.11, 3
org.specs2:scalaz-concurrent_2.10, 1
es.ucm.fdi.grasia.faerie:es.ucm.fdi.grasia.faerie.core, 4
com.badlogicgames.box2dlights:box2dlights, 1
org.eclipse.emf:org.eclipse.emf.common, 37
com.anrisoftware.sscontrol:sscontrol-httpd-citadel, 1
com.netflix.denominator:denominator-core, 6
org.jwall:streams-runtime, 1
org.wildfly:wildfly-threads, 2
com.twitter:util-eval_2.10, 5
org.eclipse.jem:util, 74
org.eclipse.swt.carbon:macosx, 5
io.fabric8.patch:patch-core, 1
com.github.jnr:jnr-constants, 3411
org.glassfish.main.persistence.cmp:cmp-model, 6
io.joynr.java.common:infrastructure-common, 7
org.webjars:masonry, 1
${project.groupId}:wicketstuff-gae-initializer, 1
com.alexecollins.docker:docker-java-orchestration-plugin-api, 2
berkano:berkano-taglib-unit, 1
org.apache.bigtop.itest:flume-smoke, 1
foundrylogic.vpp:vpp, 3
org.jboss.arquillian.graphene:arquillian-browser-screenshooter, 1
org.jboss.jsr299.tck:jsr299-tck-impl, 1
oracle.kv:kvclient, 3
org.ops4j.pax.cdi:pax-cdi-features, 3
org.apache.uima:uimaj-component-test-util, 1
org.ow2.sirocco.cimi:sirocco-cimi-java-sdk, 1
pl.balon.gwt:gwt-diagrams, 4
org.everit.osgi:org.everit.osgi.authentication.simple.schema.qdsl, 1
eu.cdevreeze.yaidom:yaidom_2.9.0, 1
org.webjars:normalize.css, 2
org.codehaus.groovy:groovy-ant, 10
com.googlecode.metridoc:metridoc-all, 1
eu.cdevreeze.yaidom:yaidom_2.9.2, 1
org.mod4j:mod4j-datacontract-generator, 1
eu.cdevreeze.yaidom:yaidom_2.9.1, 1
com.github.ryanbrainard:richsobjects-interfaces, 2
${project.groupId}:glassfish-corba-internal-api, 8
org.xwiki.commons:xwiki-commons-configuration-api, 18
${project.groupId}:mmm-search-indexer-base, 1
org.enhydra.xmlc:jtidy, 2
org.apache.tuscany.sca:tuscany-binding-jms, 4
org.telegram-s:tl-core, 1
org.jboss.reloaded:jboss-reloaded-vdf-bootstrap-minimal, 1
org.hudsonci.plugins:claim, 1
org.nuiton.js:nuiton-js-jqgrid, 1
com.revolsys.open:com.revolsys.open.gis.grid, 1
org.dihedron.commons:dihedron-core, 1
org.apache.commons:commons-compress, 1514
com.twitter:querulous, 1
org.datanucleus:datanucleus-jpa, 3
com.netflix.spectator:spectator-nflx-plugin, 2
org.apache.ode:ode-jacob, 7
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven-archive, 2
org.ow2.jonas.admin:jonasadmin-flex-modules-swf-current-transactions, 1
org.apache.jmeter:ApacheJMeter_jdbc, 1
com.github.kxbmap:ip-checker-handler, 1
net.sf:jargs, 2
net.java.dev.inflector:inflector, 5
org.mobicents.media.resources:tones, 3
com.wordnik:swaggersocket-scala-client, 1
com.github.cb372:scalacache-core_2.11, 1
${project.groupId}:flexmojos-tester, 1
org.apache.geronimo.gshell.wisdom:gshell-wisdom-bootstrap, 2
${project.groupId}:common-frontend, 2
org.ow2.jonas.cxf.transport.mdb:mdb-examples-basic-modules-wsdl, 5
org.apache.maven.surefire:common-java5, 14513
org.springframework.boot:spring-boot, 62
de.fuberlin.wiwiss.silk:silk-jena, 2
${project.groupId}:datasource-ods, 1
net.maritimecloud:mc-core, 1
springframework:spring-core, 13
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.matetools-model-tagger-de-tiger, 1
org.codehaus.groovy:groovy-all, 6170
org.ow2.cmi:cmi-jndi, 150
org.codehaus.cargo:cargo-core-api-module, 218
org.ow2.petals:petals-kernel-wsclient, 17
com.typesafe:scalalogging-log4j_2.10, 6
org.ow2.jonas:jonas-admin-plan, 11
org.wildfly.core:wildfly-launcher, 4
com.twitter.common:application-module-applauncher, 2
com.github.xuwei-k:zeroapply_2.11, 3
org.jmathml:jmathml, 1
org.ow2.util.cluster:cluster-jgroups, 1
com.leacox.dagger:dagger-jersey, 1
org.geoserver:wfs11, 2
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xmlresolver, 63
fr.norad.visuwall:visuwall-plugin-sonar, 1
storm:storm, 15
com.wordnik:swagger-core_2.10.0-RC5, 3
org.apache.commons:logging, 1
hu.kazocsaba.math:geometry, 1
${project.groupId}:truevfs-driver-tar-xz, 1
org.eclipse.tycho:tycho-compiler-jdt, 1
org.mule:mule-core, 81
org.jboss.forge.addon:database-tools, 2
${project.groupId}:joala-time, 1
de.sciss:scalacolliderswing-core_2.11, 3
org.ff4j:ff4j-utils-json, 1
de.sciss:scalacolliderswing-core_2.10, 5
org.eclipse.virgo.util:org.eclipse.virgo.util.math, 3
net.databinder.dispatch:core_2.9.0-1, 1
org.ow2.chameleon.json:json-service, 3
org.slf4j:slf4j-nop, 64
net.trustyuri:trustyuri, 1
com.wordnik:swagger-core_2.10.0-RC3, 3
org.carewebframework:org.carewebframework.api, 58
com.wordnik:swagger-core_2.10.0-RC2, 3
org.glassfish.docs.help:console-corba-plugin-help, 1
com.xiaoleilu:hutool, 1
com.github.dblock.waffle:waffle-jna, 140
com.yammer.breakerbox:breakerbox-store, 1
com.github.jknack:handlebars-humanize, 1
it.tidalwave.bluebook:bluebook-configuration, 1
org.eclipse.wst.xsd:core, 2
me.soliveirajr:menta-affinity, 3
${project.groupId}:etlunit-stage, 1
${project.groupId}:jetspeed-serializer, 5
org.glassfish.jersey.bundles.repackaged:jersey-guava, 260
com.tinkerpop:gremlin-algorithm, 11
org.eclipse.jface:org.eclipse.jface.text, 1
bouncycastle:bcprov-jdk15, 361
org.eclipse.jst.pagedesigner.jsp:core, 2
bouncycastle:bcprov-jdk16, 57
fr.opensagres.xdocreport.appengine-awt:appengine-awt, 1
bouncycastle:bcprov-jdk14, 35
com.wordnik:swagger-jaxrs_2.10.0, 2
org.scalatra.rl:rl_2.9.0-1, 1
com.helger:ph-ubl-jaxb-plugin, 4
org.codehaus.groovy:groovy, 624
com.netflix.ribbon:ribbon, 1
com.github.japgolly.scalajs-react:core_sjs0.6_2.11, 4
org.webjars:json-stringify-safe, 13
com.github.hermod:hermod-java-ser-descriptor-api, 1
se.jguru.nazgul.test.bundles.hello.api:nazgul-test-hello-api, 2
org.mule.tools:mule-example-archetype, 1
nu.zoom:base, 6
junit-addons:junit-addons, 1309
com.twitter:algebird-bijection_2.9.3, 7
org.ow2.chameleon.chat:chat-service, 1
org.kiji.schema:kiji-schema, 1
org.objectstyle.cayenne:cayenne-nodeps, 1
org.apache.tomcat.embed:tomcat-embed-core, 119
${project.groupId}:sido-schema, 1
org.geomajas:geomajas-puregwt-example-jar, 1
org.ow2.petals:petals-regulation, 17
com.google.code.tld-generator:tld-generator, 2
com.google.oauth-client:google-oauth-client-extensions, 1
${project.groupId}:jclouds-vcloud, 3
org.apache.geronimo.applications.console:geronimo-console-core, 3
biz.aQute:annotation, 2
jsonrpc:json-rpc, 1
${project.groupId}:wicketstuff-eidogo, 1
org.apache.isis.runtimes.dflt.objectstores:dflt, 2
io.tracee.contextlogger:contextlogger-connector-api, 2
com.butor:butor-auth-dao, 2
org.ow2.jonas:jonas-resource-core, 1
org.ow2.util.metadata:metadata-car-api, 3
com.tourgeek.tour:com.tourgeek.tour.genled.finstmt, 1
${project.groupId}:hibernate-search-orm, 1
org.imixs.workflow:imixs-workflow-core, 2
org.powermock:powermock-module-testng-common, 7
io.fastjson:boon, 134
org.fusesource.fabric:fabric-utils, 20
com.trg:trg-search, 4
org.kuali.commons:commons-beanutils, 37
net.stickycode.composite:sticky-composite-cxf-soap, 9
com.tourapp.res:com.tourapp.res.tour.acctpay, 12
org.apache.james.protocols:protocols-smtp, 7
${project.groupId}:dependencies, 5
${project.groupId}:org.openwms.common.service.spring, 1
org.codehaus.plexus.security:plexus-security-user-management-api, 14
org.drools:guvnor-repository-connector-modeshape, 3
com.yammer.metrics:metrics-healthchecks, 2
de.jiac.micro.extensions:microjiac-interaction, 1
org.apache.geronimo.framework:client-system, 1
${project.groupId}:jclouds-compute, 20
org.sonatype.gshell.commands:gshell-pref, 1
org.jbpm:jbpm-console-ng-business-domain-backend, 4
org.ikasan:ikasan-platform-jar, 1
edu.emory.mathcs.backport:com.springsource.edu.emory.mathcs.backport, 140
org.whitesource:wss-agent-api-client, 1
${project.groupId}:gwtp-dispatch-common-client, 4
edu.berkeley.nlp:berkeleylm, 7
org.glassfish.grizzly:grizzly-websockets-server, 5
org.codehaus.mojo:fs-tools, 1
com.googlecode.wicketelements:wicket-elements-security, 1
com.joestelmach:natty, 3
com.metamx:scala-util_2.9.1, 1
org.codehaus.cake.cache:cake-cache-api, 2
com.yammer.collections.azure:azure-table-metrics, 1
org.apache.james:james-server, 1
org.wildfly.legacy.test.direct:wildfly-server, 1
org.specs2:scalaz-typelevel_2.10, 1
org.jomc.sdk:jomc-sdk-model, 3
me.n4u.sass:sass-gems, 4
com.asayama.gwt.angular:gwt-angular-ngRoute, 3
ca.carleton.gcrc:nunaliit2-progress, 6
fr.iscpif.gridscale:gridscalehttp_2.10, 1
fr.iscpif.gridscale:gridscalehttp_2.11, 1
com.sun.speech:freetts-en_us, 1
org.apache.npanday:dotnet-model-netdependency, 6
org.jboss.as:jboss-as-spec-api, 1
de.knutwalker:rx-redis-client_2.11, 3
org.apache.synapse:synapse-samples, 1
org.apache.thrift:libthrift, 353
org.apache.curator:curator-x-discovery, 12
org.eclipse.emf.ecore:xmi, 146
net.liftmodules:oauth_2.5_2.9.1-1, 1
net.sf.atmodem4j:libspsw-linux-amd64, 2
com.ibm.sbt:sbt.sample.web, 1
lead-security:cryptix-asn1, 1
org.jibx.schema.org.apache.maven:org.jibx.schema.org.apache.maven.maven_v4_0_0, 5
javax.annotation:javax.annotation-api, 1477
org.everit.osgi.dev:org.everit.osgi.dev.richconsole, 1
org.idpf:epubcheck, 1
geronimo:geronimo-deployment, 29
${project.groupId}:util-test, 1
org.ops4j.pax.exam.samples:pax-exam-sample7-service, 1
org.vaadin.addons:flexibleoptiongroup, 1
org.gaixie.jibu:jibu-core, 1
org.springframework.roo:org.springframework.roo.addon.serializable, 14
net.officefloor.plugin:officeplugin_gwt, 1
org.apache.bsf:bsf-api, 198
com.github.hoary.ffmpeg:FFmpeg-linux-x86_64, 1
com.googlecode.jaitools:maskedconvolve, 1
org.caffinitas.mapper:caffinitas-mapper-core, 1
com.netflix.fabricator:fabricator-guice, 1
com.novus:unfinagled-server_2.10, 1
org.apache.abdera:abdera-extensions-main, 35
org.opensaml:opensaml1, 1
org.apache.qpid:qpid-broker-plugins-management-jmx, 3
org.ops4j.pax.swissbox:pax-swissbox-property, 109
org.picketlink.tools.forge:picketlink-forge-addon-impl, 2
${project.groupId}:andromda-ocl-translation-core, 3
org.bsc.maven:maven-confluence-core, 1
org.ow2.easybeans:easybeans-jpa-default-eclipselink, 1
jboss:jboss-common-logging-log4j, 1
org.apache.cxf.xjc-utils:cxf-xjc-runtime, 1
org.apache.stanbol:org.apache.stanbol.commons.solr.extras.smartcn, 1
org.scala-sbt:sbt_2.9.1, 3
org.glassfish.packager:mq, 6
${project.groupId}:tomee-webservices, 1
org.apache.jclouds.provider:serverlove-z1-man, 2
org.apache.hadoop:hadoop-yarn-server-web-proxy, 207
org.apache.geronimo.modules:geronimo-security, 2
org.eu.acolyte:jdbc-driver, 1
org.reactivemongo:play2-reactivemongo_2.11, 1
org.reactivemongo:play2-reactivemongo_2.10, 1
org.kie.guvnor:guvnor-dsl-text-editor-client, 1
org.jibx.config.3rdparty.org.eclipse:org.eclipse.jdt.core, 3
org.netbeans.api:org-netbeans-modules-java-platform, 4
org.apache.abdera:abdera-extensions-serializer, 1
com.cognifide.slice:slice-mapper, 1
org.snmp4j:snmp4j-agent, 7
org.infinispan:infinispan-jcache, 3
org.apache.uima:uimaj-ep-jcasgen, 2
com.wadpam.openserver:jsonp, 1
org.ocpsoft.rewrite:rewrite-impl-servlet, 4
org.xerial:xerial-lens, 1
org.ow2.frascati:frascati-interface-wsdl, 2
int.esa.ccsds.mo:SUPPORT_LIB_MAL, 1
com.redhat.rhevm.api:rhevm-api-powershell-jaxrs, 1
ca.carleton.gcrc:nunaliit2-js, 1
excalibur-xmlutil:excalibur-xmlutil, 2
org.neo4j.maven:licenses, 2
org.apache.geronimo.javamail:geronimo-javamail_1.4_provider, 3
lingo:lingo, 8
org.wso2.carbon:org.wso2.carbon.rule.backend, 1
org.apache.geronimo.configs:transaction, 2
org.firebirdsql.jdbc:jaybird-jdk16, 1
org.neo4j:neo4j-com, 28
