depId, depCount
jspapi:jsp-api, 664
co.cask.tephra:tephra-hbase-compat-0.94, 1
com.woorea:quantum-client, 1
com.sun.xml:jaxb-impl, 6
org.jibx.schema.org.opentravel._2013A:org.jibx.schema.org.opentravel._2013A.veh, 3
co.cask.tephra:tephra-hbase-compat-0.98, 1
org.codehaus.cake.internal:cake-asm, 2
com.mattbertolini:liquibase-slf4j, 2
it.cnr.isti.domoware.tinyos:tinyos-java, 1
co.cask.tephra:tephra-hbase-compat-0.96, 2
com.prezi.spaghetti:spaghetti-kotlin-support, 2
org.eclipse.jdt:annotation, 18
com.googlecode.princeton-java-introduction:stdlib, 1
org.ow2.jonas.cxf.transport.reliablejms:modules-api, 11
org.apache.airavata:airavata-orchestrator-service, 1
de.mhus.lib:mhu-lib-karaf, 1
it.unibo.alchemist:alchemist-numericconcentrations, 1
net.liftmodules:fobo-datatables_2.5_2.10, 1
org.jboss.security:jbossxacml, 63
org.apache.karaf.deployer:org.apache.karaf.deployer.features, 2
org.sonatype.nexus.plugins:nexus-ruby-tools, 1
ca.carleton.gcrc:nunaliit2-couch-date, 1
org.sonatype.gshell:gshell-io, 17
org.apache.provisionr:provisionr-core, 6
com.github.matthewyork:ColoursLibrary, 1
org.openimaj:JTransforms, 22
com.buschmais.cdo:cdo.neo4j, 1
org.eclipse.jetty:jetty-util-ajax, 34
slingshot:slingshot, 4
com.typesafe.atmos:trace-akka-2.1.4, 1
org.easytesting:fest-guava-assert, 1
org.jbundle.main:org.jbundle.main.calendar, 3
org.sejda:sejda-model, 1
com.sun.jersey.samples:atompub-contacts-models, 1
org.gridkit.lab:zerormi, 6
org.arquillian.cube:arquillian-cube-spi, 2
org.wildfly:wildfly-weld, 7
io.fabric8:process-manager, 4
com.googlecode.gwt-usefull-logging:gwt-usefull-logging-client, 1
${project.groupId}:iserve-elda, 1
org.fusesource.scalate:scalate-page_2.10, 1
org.kie:kie-spring, 3
sk.seges.acris:acris-recorder-dto, 2
${project.groupId}:cadmium-maven, 1
com.bazaarvoice.commons.data:data-model, 2
net.tribe7.seeds:seeds-base, 12
com.sap.odata:com.sap.core.odata.core, 1
${project.groupId}:izpack-gui, 3
org.objectweb.joram:jndi-client, 2
${project.groupId}:cxf-rt-ws-rm, 1
org.apache.shiro:shiro-all, 1
net.databinder:dispatch-futures_2.8.1, 8
net.databinder:dispatch-futures_2.8.2, 5
net.databinder:dispatch-futures_2.8.0, 6
org.jenkins-ci.plugins:job-dsl-core, 1
org.jboss.ballroom:widgets, 3
co.paralleluniverse:quasar-actors, 2
org.codehaus.plexus:plexus-appserver-runtime-booter-shellscript, 1
org.eclipse.wst.common:modulecore, 41
org.apache.axis2:axis2-codegen, 28
${project.groupId}:miglayout-swt, 1
org.apache.airavata:gfac-core, 1
org.geomajas.plugin:geomajas-layer-geotools, 20
org.kie.guvnor:guvnor-commons-builder, 5
net.liftmodules:fobo-kineticjs_2.6_2.9.1-1, 1
org.ow2.sat4j:org.ow2.sat4j.csp.xmlparser, 2
se.jguru.nazgul.core.resource.api:nazgul-core-resource-api, 2
org.dishevelled:dsh-iconbundle-svg, 6
org.jtransfo:jtransfo-spring, 1
org.eclipse.gmf.map:edit, 5
org.kuali.student.common:ks-common-api, 6
com.typesafe.akka:akka-zeromq_2.10, 1
wsmg:wsmg, 1
org.apache.xmlgraphics:batik-gui-util, 3
org.apache.continuum:continuum-distributed-master-api, 5
com.anrisoftware.globalpom:globalpomutils-threads, 37
com.msiops.ground:ground-either, 1
${project.groupId}:xsparql-evaluator, 1
com.englishtown:vertx-mod-jersey, 1
org.ikasan:ikasan-spec-module, 22
org.dspace.dependencies.solr:dspace-solr-solrj, 5
de.schlichtherle.truezip:truezip-driver-zip, 16
uk.org.ponder.sakairsf:SakaiRSFComponents-evolvers, 1
org.mule.tests:mule-tests-external-xfire, 2
org.springframework.boot:spring-boot-starter-mobile, 1
net.sourceforge.javydreamercsw:Card-Game-Interface, 1
org.jbundle.thin.base.screen:org.jbundle.thin.base.screen, 17
com.sonatype.maven.shell:mvnsh-nexus, 1
org.orbisgis:wms-client, 1
com.wadpam.openserver:j2ee, 2
org.ow2.frascati.examples:helloworld-osgi-api, 1
com.github.japgolly.fork.scalaz:scalaz-core_sjs0.6.0-RC1_2.10, 7
com.github.japgolly.fork.scalaz:scalaz-core_sjs0.6.0-RC1_2.11, 10
xpp3:xpp3, 744
org.chtijbug.drools:guvnor-webapp-core, 2
${project.groupId}:ks-lum-ui, 1
eigenbase:eigenbase-xom, 1
com.tourapp.thin:com.tourapp.thin.tour.genled, 14
org.apache.james:james-server-core-api, 6
com.github.signed.inmemory.jms:jms-server, 1
${project.groupId}:openwayback-core, 1
com.helger:ph-jaxb22-plugin, 7
net.liftmodules:fobo-font-awesome_2.5_2.9.1-1, 1
io.brooklyn:brooklyn-core, 18
org.whitesource:wss-agent-api, 3
io.gatling.highcharts:gatling-charts-highcharts, 1
com.netflix.servo:servo-core, 67
org.ow2.jonas:jonas-cluster-daemon-api, 1
com.metsci.glimpse:glimpse-extras-charts, 1
net.mintern:functions-unary-all, 2
sk.seges.acris:acris-site-rpc, 3
org.apache.uima:uimafit-cpe, 1
org.eclipse.xtext:xtext-maven-plugin, 1
com.netflix.dyno:dyno-core, 5
org.walkmod:javalang, 2
org.hobsoft.entangle:entangle-swing, 1
org.jbpm:jbpm-human-task-jpa, 40
org.geomajas.plugin:geomajas-layer-openstreetmap, 18
org.jboss.forge:forge-event-bus, 14
org.opencoweb:coweb-javascript, 1
org.crashub:crash.connectors.telnet, 7
edu.washington.cs.knowitall.nlptools:nlptools-srl-clear_2.9.3, 1
com.yubico:u2flib-server-core, 1
org.apache.servicemix.tooling:servicemix-osworkflow-service-unit, 1
org.akhikhl.mavenize:eclipse2mvn, 1
org.apache.camel:camel-hazelcast, 1
org.jbpm:jbpm-form-modeler-ui, 5
net.sourceforge.openai:openaifsm, 20
org.ow2.easybeans:easybeans-jpa-toplink-essentials-glue, 5
org.mock-server:mockserver-war, 2
org.apache.marmotta:marmotta-ldcache-kiwi, 1
org.fcrepo:fcrepo-auth-roles-common, 1
com.ebuddy.cassandra:api, 2
org.apache.hive:hive-ant, 50
javax.money:money-api, 13
com.phloc:phloc-webbasics, 2
com.netflix.fabricator:fabricator-core, 2
com.jakewharton:trakt-java, 1
${project.groupId}:Doolin-Context, 2
net.java.dev.sommer:foafssl-verifier, 1
${project.groupId}:rice-location-framework, 25
edu.uci.ics.hyracks:hyracks-client, 1
org.springframework.boot:spring-boot-configuration-processor, 63
org.springframework.osgi:spring-osgi-io, 136
org.jbpm:jbpm-human-task-jms, 4
org.eobjects.analyzerbeans:AnalyzerBeans-html-rendering, 10
io.apigee.trireme:trireme-node10src, 2
org.copper-engine:copper-monitoring-core, 3
org.apache.fulcrum:fulcrum-mimetype, 1
org.opengis.cite.teamengine:teamengine-spi, 1
com.developpez.adiguba:Shell, 3
co.stateful:java-sdk, 1
org.apache.servicemix.specs:org.apache.servicemix.specs.stax-api-1.0, 135
${project.groupId}:rice-core-service-api, 27
org.apache.npanday:dotnet-model-settings, 4
org.apache.servicemix.specs:org.apache.servicemix.specs.stax-api-1.2, 2
org.apache.commons:commons-sanselan, 1
com.devbliss.gwtbliss:gwtbliss-effect, 2
org.jboss.security:jboss-xacml, 1
uk.co.josephearl.foundry:foundry, 2
com.googlecode.jaitools:jt-utils, 1
io.ratpack:ratpack-core, 3
com.nuecho:rivr-core, 1
org.webjars:Placeholders.js, 2
${project.groupId}:documents4j-transformer-msoffice-word, 1
edu.mit.simile:jpeg2rdf, 2
org.jflux:org.jflux.api.registry, 4
org.fakereplace:fakereplace-client, 1
com.github.sviperll:sviperll-time, 1
org.glassfish.main.transaction:javax.transaction, 5
org.infinispan.protostream:sample-domain-implementation, 1
org.beangle.security:beangle-security-web, 3
org.komamitsu:android-logger-bridge, 1
${project.groupId}:cir-java, 1
com.googlecode.rocoto:rocoto-core, 1
org.jboss.spec.javax.annotation:jboss-annotations-api_1.2_spec, 1639
net.fortytwo.sesametools:mapping-sail, 3
io.takari.m2e.discovery.publisher:org.sonatype.m2e.discovery.publisher.p2.facade, 1
org.kuali.student.db:ks-embedded-db, 1
com.buschmais.jqassistant.plugin:jqassistant.plugin.maven3, 4
org.jdom:jdom2, 1983
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.clearnlp-model-role-en-mayo, 3
com.cloudbees:bees-maven-components, 2
org.jbpm:jbpm-console-ng-human-tasks-client, 3
org.w3:jena_2.11, 3
org.w3:jena_2.10, 3
org.dspace:dspace-services-api, 10
com.github.sebhoss:sebhoss-bom, 3
com.github.stefanbirkner:contarini, 1
com.google.oauth-client:google-oauth-client-servlet, 5
*:slf4j-simple, 1
jgoodies:forms, 4
org.apache.airavata:airavata-model-utils, 8
org.apache.cxf.dosgi.samples:cxf-dosgi-ri-samples-greeter-rest-impl, 1
org.drools.planner:drools-planner-examples, 1
org.wso2.carbon:org.wso2.carbon.mediation.dependency.mgt, 1
com.googlecode.jeeunit:jeeunit-cdi, 3
maven:maven-jetty-plugin, 1
net.sf.javaprinciples.client:client-presentation, 1
org.batoo.jpa:batoo-annotations, 2
de.devsurf.injection.guice.integrations:de.devsurf.injection.guice.integrations.guicyfruit, 1
net.liftweb:lift-json-ext_2.9.0-1, 4
org.apache.qpid:qpid-broker-plugins-management-http, 2
${project.groupId}:org-openide-util, 1
org.ow2.jonas:jonas-addon-core, 2
org.jaxygen:jaxygen-apibrowser, 1
org.apache.storm:storm-core, 2
com.byoutline.eventcallback:eventcallback, 3
edu.ucar:cdm, 2
io.dropwizard:dropwizard-views-mustache, 3
org.apidesign.bck2brwsr:aot, 1
org.daisy.pipeline.modules:nlp-common, 2
com.ericsson.research.trap.transports:http-server-servlet-2.5, 2
offo.hyphenation:fop-hyph, 2
net.java:quickcheck-src-generator, 2
org.andromda.thirdparty.jaxb2_commons:jaxb-xjc, 2
org.codehaus.mojo:exec-maven-plugin, 1
org.jvnet.hudson.plugins.hudsontrayapp:client-common, 3
org.codehaus.redback.components.registry:spring-registry-commons, 31
org.camunda.bpm:camunda-engine-plugin-connect, 10
org.drools:drools-wb-drl-text-editor-backend, 3
de.devsurf.injection.guice:de.devsurf.injection.guice.aop, 2
org.keycloak:keycloak-timer-basic, 2
${project.groupId}:cat-core, 1
javax.xml:jaxb-impl, 4
org.apache.archiva:archiva-repository-layer, 36
org.agiso.tempel:tempel-core-exts, 1
org.agmip.thirdparty:ximpleware-vtd-xml, 1
jcharts:jcharts, 1
org.fcrepo:jai_codec, 4
org.glassfish.main.web:war-util, 10
net.wetheinter:xapi-gwt, 1
org.jboss.arquillian.extension:arquillian-qunit-api, 1
fm.last.commons:lastcommons-lang, 1
org.apache.felix:org.apache.felix.resolver, 54
org.hudsonci.plugins:analysis-core, 7
org.jibx:xbis-jibx, 1
com.anrisoftware.resources:resources-texts, 38
org.sgine:sgine-core_2.9.0, 3
com.android.support:support-annotations, 2
com.googlecode.jinahya:commons-codec-proxies, 1
muse:muse-util, 2
org.osgl:osgl-logging, 3
com.lordofthejars:nosqlunit-neo4j, 1
${project.groupId}:csparql-sparql-api, 1
org.revapi:revapi-java-spi, 1
org.apache.directory.shared:shared-cursor, 2
li.rudin.core:core-cdi-api, 27
com.weicoder:frame, 1
org.jclouds.api:route53, 2
org.eclipse.emf:ocl, 4
com.github.cloudfoundry-community:cf-client, 2
org.eobjects.datacleaner:DataCleaner-referential-integrity, 13
org.tinygroup:org.tinygroup.httpvisit, 1
org.apache.ant:ant-jsch, 7
gov.nih.nlm.nls.lvg:lvg2010dist, 11
org.xwiki.commons:xwiki-commons-environment-common, 1
com.sksamuel.scruffy:scruffy-client_2.11, 3
org.jbpm:jbpm-services-api, 32
com.sksamuel.scruffy:scruffy-client_2.10, 4
org.hyperscala:hyperscala-snapsvg_2.10, 2
org.apache.geronimo.modules:geronimo-persistence-jpa10, 1
org.hyperscala:hyperscala-snapsvg_2.11, 2
io.humble:humble-video-noarch, 1
gnu.getopt:java-getopt, 42
ru.primetalk:synapse-grid-core, 2
io.cloudsoft.jclouds.provider:ninefold-compute, 1
io.prometheus.client.utility:jvmstat, 1
org.usergrid:usergrid-rest, 1
fr.ippon.spark.metrics:metrics-spark-reporter, 1
xmlrpc:xmlrpc-client, 7
com.github.aselab:scala-activerecord-specs_2.11, 1
org.everit.osgi:org.everit.osgi.liquibase.bundle, 3
org.apache.tapestry:tapestry-test-data, 12
com.custardsource.parfait:parfait-spring, 1
org.eclipse:ui, 180
org.jboss.javaee:jboss-ejb-api, 10
org.apache.cocoon.wicket:cocoon-wicket, 1
org.codehaus.redback:redback-struts2-content, 1
org.easybatch:easybatch-validation, 1
avalon:avalon-logkit, 3
org.restlet.jee:org.restlet.ext.freemarker, 1
com.github.aselab:scala-activerecord-specs_2.10, 1
io.netty:netty-transport-sctp, 1
org.apache.geronimo.modules:geronimo-persistence-jpa20, 6
net.htmlparser:jericho-html, 2
fr.openwide.nuxeo.commons:owsi-nuxeo-utils, 1
org.typelevel:discipline_2.10, 1
org.typelevel:discipline_2.11, 1
tomcat:jasper-compiler, 589
${project.groupId}:api-ldap-model, 290
com.oracle.berkeleydb:je, 1
org.fusesource.scalate.sbt:compile_${scala-version}, 1
de.intarsys.opensource:isnativec, 4
directory-asn1:asn1-codec, 8
org.giavacms.common:giavacms-common-rewrite, 1
io.libraft:libraft-core, 2
org.apache.tuscany.sca:tuscany-binding-ws-axis2-policy, 2
org.jibx.ota.osgi:jibx-ota-osgi-tour, 1
org.openengsb.domain:org.openengsb.domain.test, 1
org.apache.xmlgraphics:batik-codec, 3
com.sun.jersey:*, 1
net.sourceforge.kivu4j.job:kivu4j-job-example, 1
org.jboss.resteasy:resteasy-netty, 2
xyz.luan.console:console-parser, 1
com.googlecode.openbox:config, 1
org.ow2.chameleon.fuchsia.base.push:fuchsia-push-publisher, 1
org.primefaces.themes:sunny, 3
com.typesafe.akka:akka-testkit_2.11, 9
se.natusoft.tools.optionsmgr:OptionsManager, 2
com.typesafe.akka:akka-testkit_2.10, 14
org.uberfire:uberfire-wires-bayesian-parser-backend, 2
osj-tmp:jsp-api, 1
org.ow2.frascati:frascati-binding-http, 1
br.com.objectos:libreoffice-unoloader, 2
com.typesafe.play:play-java_${scala.version}, 2
org.apache.servicemix:servicemix-jsr181, 1
com.thoughtworks.qdox:qdox, 6219
org.randombits.utils:rb-utils, 4
org.codehaus.plexus:plexus-servlet, 9
com.adobe.flex.compiler:swfkit, 1
fr.irit.smac.lib.may:common-interfaces, 2
com.outr.query:outrquery-h2_2.11, 2
org.codehaus.fabric3:fabric3-spring-library, 2
com.force.sdk:force-oauth, 1
com.outr.query:outrquery-h2_2.10, 2
${project.groupId}:symqle-compiler, 1
org.codehaus.cake.internal:cake-picocontainer, 2
org.odlabs.wiquery:wiquery-core, 8
${project.groupId}:soaptcp-impl, 1
org.apache.directory.shared:shared-ldap-client-api, 4
org.dashbuilder:dashbuilder-displayer-client, 4
org.apache.karaf.cellar:org.apache.karaf.cellar.features, 1
sk.seges.corpis:corpis-service-support, 46
com.stratio.deep:deep-core, 3
net.sourceforge.jplasma:jplasma, 3
com.codereligion:hammock-api, 2
org.apache.geronimo.configs:jetty6, 1
org.openimaj.tools:CBIRTools, 1
com.isotrol.impe3:impe3-es-web20-api, 9
edu.jhu.hlt:concrete-util, 2
de.skiptag.roadrunner:roadrunner-common, 4
net.customware.gwt.dispatch:gwt-dispatch, 1
com.netflix.spectator:spectator-nflx, 1
${project.groupId}:binkley-util, 1
org.netbeans.api:org-openide-windows, 14
${project.groupId}:sonar-plugin-api, 3
org.robokind:org.robokind.integration.animation_motion, 1
se.grunddata.dzo:dzo, 1
${project.groupId}:webstart-pack200-jdk15, 2
org.objectweb.fractal.fractaljmx:fractal-jmx, 2
${project.groupId}:liquibase, 1
org.jboss.spec.javax.security.jacc:jboss-jacc-api_1.4_spec, 112
${project.groupId}:expenses-email, 1
${project.groupId}:jaxx-config, 1
org.jboss.arquillian.extension:arquillian-android-configuration, 1
${project.groupId}:jmeter-report-server, 1
net.sf.csv-bean:row-bean-core, 2
org.apache.droids:droids-norobots, 2
javax.servlet:servlet-api, 14080
org.apache.geronimo.specs:geronimo-interceptor_3.0_spec, 49
org.apache.batik:svggen, 3
org.eclipse.gmf.runtime.draw2d.ui:render, 4
me.zzp:jactiverecord, 1
me.lessis:unisockets-core_2.10, 2
org.beanfabrics:beanfabrics-swing, 1
org.powertac:server-interface, 12
me.lessis:unisockets-core_2.11, 2
org.apache-extras.cassandra-jdbc:cassandra-jdbc, 2
org.codehaus.redback:redback-rbac-cached, 9
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.hunpos-model-tagger-ru-rdt, 2
net.nan21.osgi:net.nan21.osgi.opencsv, 5
org.apache.tuscany.sca:tuscany-interface-java-xml, 4
de.alpharogroup:jaulp.wicket.components, 3
org.commonjava.aprox:aprox-promote-common, 3
org.apache.maven.shared:maven-shared-io, 46
${project.groupId}:mb-composite-svc, 1
org.ikasan:ikasan-consumer, 19
org.netbeans.api:org-openide-actions, 4
org.kie:kie-identity-session-provider, 3
com.github.fge:grappa, 1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-en-wsj-0-18-caseless-left3words-distsim, 3
com.lambdaworks:jacks_2.9.2, 1
com.github.levkhomich:akka-tracing-core_2.11, 1
org.apache.geronimo.configs:openejb, 2
net.sf.kerner-utils:kerner-utils, 6
com.github.levkhomich:akka-tracing-core_2.10, 1
info.magnolia:magnolia-core, 6
org.openimaj:core-math, 50
org.openengsb.domains.example:openengsb-domains-example-implementation, 1
org.webjars:excanvas, 1
org.ow2.easybeans:easybeans-deployer-jetty-7.0, 2
org.atmosphere.extensions:atmosphere-gwt20-server, 2
io.backchat.inflector:scala-inflector_2.10, 6
io.backchat.inflector:scala-inflector_2.11, 5
${project.groupId}:jersey-hmac-auth-server, 1
de.devsurf.injection.guice.scanner:asm, 2
org.apache.geronimo.modules:geronimo-concurrent-management, 2
net.vrallev.ecc:ecc-25519-java, 1
org.jvnet.hudson.plugins:instant-messaging, 1
org.mod4j.org.eclipse.xtext.ui:core, 5
org.franca:org.franca.core, 12
org.codehaus.service-conduit:sca4j-spi, 23
fr.velossity.osgi:ServiceAPI4APStep4, 5
org.opencredo.cloud.storage:cloud-storage-azure, 1
org.kohsuke.stapler:stapler, 2
ca.carleton.gcrc:nunaliit2-jdbc, 11
com.github.philcali:lmxml-resource_2.10, 1
io.joynr.tools.generator:generator-framework, 11
com.tilab.jade:xmpp-mtp, 4
com.datomic:datomic-free, 1
de.yourinspiration:jexpresso, 1
org.codehaus.plexus.security:plexus-security-configuration, 14
org.openxri:openxri-syntax, 5
net.sf.jdummy:jdummy, 1
dk.apaq.filter:filter-jpa, 1
net.thegodcode:highchair-util_2.9.0-1, 1
net.rosien:sniff-core_2.9.2, 1
org.eiichiro.jaguar:jaguar, 2
net.rosien:sniff-core_2.9.1, 1
org.eclipse.ecf:ui, 3
org.apache.clerezza:rdf.storage.web, 15
de.xwic.jwic:jwic-compatibility, 1
myfaces:tomahawk, 1
org.beamfoundry.bundles.spring-dm:org.beamfoundry.bundles.spring-dm-test, 2
org.apache.jena:jena-jdbc-driver-remote, 1
com.sirika.httpclienthelpers:httpclienthelpers-springsupport, 1
org.ops4j.pax.exam:pax-exam-container-karaf, 3
org.milyn.edi.unedifact:d02a-mapping, 1
de.knutwalker:rx-redis-pipeline_2.11, 4
org.apache.directory.studio:org.apache.logging.log4j, 1
org.caffinitas.ohc:ohc-core-j8, 1
net.sf.jguard:jguard-ext-java-6, 4
net.sf.m-m-m:mmm-util-io, 1
org.sakaiproject:sakai-chat-api, 2
io.fabric8:fabric-git-server, 1
org.apache.spark:spark-sql_${scala.binary.version}, 1
org.apache.camel:camel-http4, 2
org.connid:test-common, 2
sk.seges.acris:acris-security-core, 9
org.swinglabs:pdf-renderer, 2087
org.jboss.errai:errai-cordova, 1
com.google.openrtb:openrtb-core, 1
liveconnect:plugin, 1
org.jnario:org.jnario.standalone, 2
com.codeslap:github-jobs-java-api, 1
org.apache.tuscany:commonj-api_r1.1, 5
org.fabric3:fabric3-binding-jms, 1
${project.groupId}:cdk-fingerprint, 1
com.avast:syringe, 1
org.codeartisans:org.json, 1
sk.seges.corpis:corpis-dao-implementation-support, 5
org.jboss.microcontainer:jboss-deployers-vfs-spi, 2
${project.groupId}:Geometrie, 1
org.apache.gora:gora-shims-hadoop, 1
org.sonatype.install4j:install4j-slf4j, 1
com.github.scopt:scopt_2.8.1, 2
org.kuali.common:kuali-jdbc, 12
com.github.scopt:scopt_2.8.0, 1
org.webjars:rimraf, 17
com.squareup:otto, 3
org.jvirtanen.nio:nio-extras, 3
org.apache.clerezza:maven-pladoc-plugin.service, 1
is.tagomor.woothee:woothee-java, 1
${project.groupId}:modalx, 1
org.apache.servicemix.tooling:servicemix-lwcontainer-service-unit, 1
org.jibx.schema.org.opentravel._2014A:org.jibx.schema.org.opentravel._2014A.base.hotel, 11
io.cloudsoft.jclouds.api:cloudservers, 3
org.apache.tomcat:tomcat-catalina-ant, 2
org.scalatra.scalate:scalate-spring-mvc_2.11, 1
org.scalatra.scalate:scalate-spring-mvc_2.10, 1
com.datastax.spark:spark-cassandra-connector-java_2.10, 1
org.jboss.arquillian.selenium:selenium-bom, 1
${project.groupId}:tiles-dynamic-lib, 1
com.octo.android.robospice:robospice-okhttp, 1
org.carewebframework:org.carewebframework.vista.api.documents, 2
org.scalaz:scalaz-iteratee_2.10.0-RC2, 1
org.scalaz:scalaz-iteratee_2.10.0-RC3, 1
org.scalaz:scalaz-iteratee_2.10.0-RC5, 1
name.myltsev:shapeless_sjs0.5_2.11, 1
org.apache.james:james-server-queue-activemq, 1
org.apache.lucene:lucene-analyzers-smartcn, 21
com.chuusai:shapeless_2.11.0-M7, 2
org.apache.nifi:nifi-security-utils, 12
exo:exoplatform.services.communication.api, 2
org.ow2.util.metadata:metadata-common-impl, 73
org.owasp.appsensor:appsensor-rpc-thrift-core, 1
org.apache.tomcat.embed:tomcat-embed-el, 79
org.eclipse.emf:workspace, 20
org.jvnet.ogc:sld-v_0_7_3-schema, 3
org.codehaus.sonar:sonar-update-center-common, 2
org.apache.cxf:cxf-tools-wsdlto-frontend-jaxws, 9
com.vaadin:vaadin-push, 9
org.wildfly:wildfly-network, 19
com.jgoodies:jgoodies-binding, 2
org.sonatype.http-testing-harness:junit-runner, 2
org.apache.qpid.wso2:qpid-client, 1
${project.groupId}:webservices-extra-jdk-packages, 9
com.sun.istack:istack-commons-test, 2
com.assembla.scala-incubator:graph4scala-core_2.9.2, 1
com.dongxiguo:fastring_2.10.0-RC5, 1
org.wildfly:wildfly-clustering-ee-infinispan, 16
org.infinispan:infinispan-cli-interpreter, 2
org.kite9:kite9-java-core, 2
net.sf.retrotranslator:retrotranslator-transformer, 21
com.mattunderscore.trees:trees-internal, 1
org.apache.photark:photark-security, 1
odmg:odmg, 6
fr.opensagres:fr.opensagres.xdocreport.template, 8
org.apache.archiva.redback:redback-integrations-security, 5
org.duracloud:sdscstorageprovider, 1
${project.groupId}:iserve-sal-rest, 1
com.oberasoftware:jasdb_index_btreeplus, 10
com.github.sharispe:slib-graph-io, 3
org.jboss.arquillian.protocol:arquillian-protocol-jmx-osgi, 1
org.gridkit.lab:interceptor, 2
org.apache.logging.log4j.adapters:log4j-slf4j-impl, 1
sqlite4java:sqlite4java, 1
org.specs2:specs2-html_2.11, 1
org.mod4j.org.eclipse.ui:forms, 4
${project.groupId}:selunit-core, 1
com.betfair.cougar:activemq-transport, 2
org.apache.geronimo.ext.aries.blueprint:org.apache.aries.blueprint, 1
io.brooklyn:brooklyn-jmxmp-agent, 14
org.commonjava.atservice:atservice-processor, 7
com.wadpam.guja:guja-base, 2
org.jboss.shrinkwrap.container:shrinkwrap-extension-jetty-70, 7
org.juzu:juzu-plugins-less, 1
org.apache.geronimo.blueprint:geronimo-blueprint-core, 1
org.apache.camel:camel-ftp, 1
org.ow2.frascati.factory:frascati-af-parser, 5
org.jodd:jodd-core, 44
jpox:jpox-thirdparty, 16
com.googlecode.soundlibs:mp3spi, 1
io.dropwizard:dropwizard-util, 60
org.mobicents.media:spi, 29
com.google.http-client:google-http-client-protobuf, 1
org.glassfish.hk2:hk2-testng, 1
de.mhus.lib:mhu-lib-core, 8
org.apache.sling:org.apache.sling.scripting.core, 2
org.jclouds.provider:aws-cloudwatch, 1
org.apache.maven.surefire:surefire-api, 14519
${project.groupId}:xbean-spring, 1
com.complexible.stardog:common-rdf, 1
org.eobjects.metamodel:MetaModel-openoffice, 2
io.hawt:hawtio-git, 10
org.onosproject:onos-core-dist, 1
com.sandinh:spray-routing, 1
net.sf.gilead:gilead-hibernate, 1
com.typesafe.akka:akka-cluster_2.11, 11
com.typesafe.akka:akka-cluster_2.10, 7
com.treelogic-swe:cxf-stub, 1
com.amazonaws.resources:aws-resources-iam, 1
${wrapped.groupId}:wicket-datetime, 1
org.reddwarfserver.server:sgs-server-api, 3
io.github.benas.cb4j:cb4j-quartz, 1
org.wildfly:wildfly-subsystem-test, 19
org.apache.excalibur.containerkit:excalibur-logger, 19
net.sf.gnu-hylafax:gnu-hylafax-inet-ftp, 4
org.eclipse.birt.runtime.3_7_1:org.eclipse.datatools.enablement.oracle.dbdefinition, 1
io.restx:restx-shell-manager, 2
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-parser-en-rnn, 3
com.typesafe.akka:akka-slf4j_2.10, 60
com.typesafe.akka:akka-slf4j_2.11, 54
${project.groupId}:cdk-dict, 4
org.ow2.petals.dsb:dsb-removed, 15
org.apache.directory.server:apacheds-server-xml, 2
org.fcrepo:fcrepo-auth-common, 3
co.cask.common:common-http, 24
${themes.groupId}:ace-eggplant, 1
org.apache.aries.samples.ariestrader:org.apache.aries.samples.ariestrader.beans, 1
com.graphaware.neo4j:api, 9
org.keycloak:keycloak-forms-common-freemarker, 2
com.netflix.raigad:raigad-es-extensions, 1
org.codehaus.fabric3:fabric3-test-spi, 2
org.apache.ws.commons:ws-commons-java5, 263
org.eclipse.birt.runtime.3_7_1:org.eclipse.datatools.connectivity.console.profile, 1
com.atlassian.aws:atlassian-aws, 1
org.apache.airavata:airavata-credential-store, 12
net._01001111:jlorem, 1
org.apache.stratos:org.apache.stratos.status.monitor.core, 1
exo:exoplatform.services.workflow.api, 2
${project.groupId}:org.apache.onami.spi.core, 1
net.sf.corn:corn-httpclient, 1
${project.groupId}:wicketstuff-inmethod-grid, 1
org.webjars:highlightjs, 2
org.webjars:imagemin-svgo, 1
org.apache.clerezza:rdf.cris.core, 1
com.github.philcali:capture-server_2.9.1, 1
com.scireum:sirius-kernel, 2
fr.iscpif.gridscale:srmstub_2.11, 2
fr.iscpif.gridscale:srmstub_2.10, 2
org.jetbrains.idea:idea-openapi, 1
batik:batik-svgpp, 6
org.unitils:unitils-database, 14
com.oracle.coherence:coherence-web, 2
es.ucm.fdi.grasia.faerie.demos:talkingAgents.model, 1
${gateway-group}:gateway-service-tgs, 1
org.glassfish.core:glassfish, 7
net.sf.jung:jung-api, 75
${project.groupId}:scie-typesystem, 1
org.ow2.xlcloud.xms.console:repositories, 5
org.schwering:irclib, 9
org.apache.spark:spark-core_${scala.base.version}, 1
org.picocontainer.script:picocontainer-script-core, 7
com.yammer.metrics:metrics-httpclient, 2
${project.groupId}:netty-example, 3942
org.springframework.boot:spring-boot-starter-remote-shell, 2
org.syncloud:syncloud-facade, 2
com.fasterxml.clustermate:clustermate-api, 14
net.sf.docbook:docbook-xsl, 5
