id
org.apache.mahout:mahout-integration
com.impetus.kundera.client:kundera-cassandra-ds-driver
org.rhq.metrics:rhq-metrics-api
org.hectorclient:hector-core
com.github.lucarosellini:kina-cassandra
info.archinnov:achilles-thrift
org.usergrid:usergrid-count-common
com.puresoltechnologies.genesis:commons.cassandra
com.englishtown.vertx:vertx-cassandra
eu.inn:binders-cassandra_2.10
eu.inn:binders-cassandra_2.11
info.archinnov:achilles-embedded
me.prettyprint:hector-object-mapper
net.oneandone:troilus-service-example
org.datanucleus:datanucleus-cassandra
com.netflix.astyanax:astyanax-thrift
com.thinkaurelius.titan:titan
30:com.netflix.astyanax.retry.BoundedExponentialBackoff
com.netflix.astyanax:astyanax-queue
com.thinkaurelius.titan:titan-cassandra
com.netflix.astyanax:astyanax-examples
net.oneandone.troilus:troilus-core-java7
com.tuplejump:calliope-sql_2.10
com.stratio.cassandra:cassandra-driver-core
com.hmsonline:hms-cassandra-indexing
org.hectorclient:hector-object-mapper
org.grails:grails-datastore-gorm-cassandra
com.netflix.Nicobar:nicobar-cassandra
com.carmanconsulting.cassidy:cassidy
org.modeshape:modeshape-jcr
com.netflix.astyanax:astyanax-cassandra
org.apache.gora:gora-cassandra
org.usergrid:usergrid-scheduler
com.alvazan:playorm
com.netflix.priam:priam-agent
com.netflix.astyanax:astyanax-cql
org.rhq:rhq-enterprise-server
org.usergrid:usergrid-core
net.trajano:easy-cassandra
org.apache.metamodel:MetaModel-cassandra
com.ebuddy.cassandra:cql-data-access
com.stratio.deep:deep-cassandra
org.rhq.metrics:rhq-metrics-core
com.n3twork.druid:druid-cassandra-storage
com.github.stephenc.hector:hector-core
com.github.ptgoetz:storm-cassandra
org.evactor:storage-cassandra
com.insanitydesign:vertx-mod-cassandra-persistor
com.chrisomeara:pillar_2.10
com.chrisomeara:pillar_2.11
com.newzly:phantom-example_2.10
com.wizecommerce:hecuba-client
org.synchronoss.cpo:cpo-cassandra
net.oneandone.troilus:troilus-service-example
com.github.helenusdriver:impl
org.caffinitas.mapper:caffinitas-mapper-demo
com.github.oscerd:camel-cassandra
