id
info.archinnov:achilles-core
com.stratio.meta:meta-core
com.datastax.spark:kafka-streaming_2.10
com.datastax.spark:spark-cassandra-connector-demos_2.10
com.websudos:phantom-thrift_2.10
com.websudos:phantom-thrift_2.11
com.tuplejump:calliope-core_2.10
com.netflix.astyanax:astyanax-test
org.caffinitas.mapper:caffinitas-mapper-test
com.hmsonline:storm-cassandra-cql
com.lordofthejars:nosqlunit-demo
info.archinnov:achilles
com.strategicgains.repoexpress:repoexpress-cassandra
ch.uzh.ifi.ddis.ifp:cassandra-esper
com.filez.astyanax:multientity_2.10
org.rhq:rhq-cassandra-util
com.toddfast.mutagen:mutagen-cassandra
org.springframework.data:spring-cql
com.thinkaurelius.titan:titan-cassandra-jre6
com.netflix.astyanax.connectionpool.impl.FixedRetryBackoffStrategy:1000
:
8:com.netflix.astyanax.retry.BoundedExponentialBackoff
org.usergrid:usergrid-services
jp.co.acroquest.acromusashi:acromusashi-stream
com.newzly:phantom-dsl_2.10
org.rhq:rhq-enterprise-server-ear
com.github.ddth:ddth-tsc-cassandra
com.streamsend:pillar
com.savoirtech.hecate:hecate-testing
com.datastax.spark:twitter-streaming_2.10
com.tuplejump:calliope-server_2.10
com.newzly:phantom-test_2.10
com.websudos:phantom-dsl_2.10
com.websudos:phantom-dsl_2.11
com.netflix.astyanax:astyanax-entity-mapper
com.datastax.spark:spark-cassandra-connector_2.10
org.apache.streams:streams-persist-cassandra
com.github.mistertea:zombiedb
org.opennms.newts:newts-cassandra-search
io.fabric8.insight:insight-rhq-metrics
com.puresoltechnologies.genesis:tracker.cassandra
com.valchkou.datastax:cassandra-driver-mapping
me.prettyprint:hector-core
com.netflix.raigad:raigad
com.stratio.cassandra:cassandra-all
com.websudos:phantom-udt_2.10
com.websudos:phantom-udt_2.11
com.github.ddth:ddth-dao
com.lordofthejars:nosqlunit-cassandra
com.datastax.cassandra:cassandra-driver-examples-stress
info.archinnov:achilles-cql
com.datastax.spark:simple-demos_2.10
org.opennms.newts:newts-cassandra-common
com.englishtown.vertx:vertx-cassandra-binarystore
org.apache.cassandra:cassandra-all
org.apache.stratos:org.apache.stratos.cloud.controller
com.netflix.zuul:zuul-netflix
com.argonio.gora:gora-cassandra
org.w3cloud.api:cassandra-jom
org.usergrid:usergrid-tools
org.rhq.metrics:rhq-metrics-test-utils
com.datastax.spark:spark-cassandra-connector-java_2.10
com.puresoltechnologies.genesis:transformation.cassandra
org.cassandraunit:cassandra-unit
org.rhq:rhq-cassandra-schema
com.savoirtech.hecate:hecate-cql3
com.github.ddth:play-module-plommon_2.10
com.dekayd:astyanax-extensions
net.oneandone:troilus-core-java7
de.kaufhof:ha-jobs_2.11
de.kaufhof:ha-jobs_2.10
com.savoirtech.hecate:hecate-core
com.github.corydoras:base
com.englishtown:vertx-mod-cassandra
com.womply.cassandradao:cassandra-dao
com.hmsonline:storm-cassandra
org.eobjects.datacleaner:DataCleaner-engine-core
org.apache.sirona:sirona-cassandra
com.tuplejump:calliope-macros_2.10
com.tuplejump:play-cassandra_2.11
com.tuplejump:play-cassandra_2.10
com.newzly:phantom-thrift_2.10
com.trebogeer.jcql:jcql
org.rhq:rhq-server-metrics
org.cloudgraph:cloudgraph-cassandra
com.rackspacecloud:blueflood-core
org.wicketstuff:wicketstuff-datastore-cassandra
org.usergrid:hector-core
com.netflix.astyanax:astyanax-contrib
com.netflix.astyanax:astyanax-core
com.github.helenusdriver:api
org.usergrid:usergrid-count-inserter
com.englishtown:vertx-mod-cassandra-binarystore
com.carmanconsulting.cassidy:cassidy-joda
org.cassandraunit:cassandra-unit-spring
org.caffinitas.mapper:caffinitas-mapper-core
org.stuartgunter:dropwizard-cassandra
com.github.lucarosellini:kina-agent
com.github.ddth:ddth-cql-utils
org.opennms.newts:newts-cassandra
org.smallmind:smallmind-persistence
com.datastax.cassandra:cassandra-driver-core
com.ebuddy.cassandra:thrift-data-access
com.datastax.cassandra:cassandra-driver-dse
com.websudos:phantom-zookeeper_2.10
com.websudos:phantom-zookeeper_2.11
org.springframework.data:spring-data-cassandra
com.netflix.astyanax:astyanax-recipes
com.dell.doradus:doradus-server
org.kairosdb:kairosdb
com.datastax.cassandra:cassandra-driver-mapping
io.teknek:teknek-cassandra
org.apache.archiva:metadata-store-cassandra
com.stratio.connector:stratio-connector-cassandra
com.tuplejump:calliope_2.10
