className, methodName, methodDesc, owner, name, desc, groupId, artifactId, version, size, ext
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, arrayIndexScale, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, setCompletion, (I)I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, internalWait, (J)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, externalAwaitDone, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, externalInterruptibleAwaitDone, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, get, (JLjava/util/concurrent/TimeUnit;)Ljava/lang/Object;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, setForkJoinTaskTag, (S)S, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, compareAndSetForkJoinTaskTag, (SS)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinTask, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, createThreadGroup, ()Ljava/lang/ThreadGroup;, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, createThreadGroup, ()Ljava/lang/ThreadGroup;, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, createThreadGroup, ()Ljava/lang/ThreadGroup;, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, createThreadGroup, ()Ljava/lang/ThreadGroup;, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread$InnocuousForkJoinWorkerThread, createThreadGroup, ()Ljava/lang/ThreadGroup;, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, <init>, (Ljava/util/concurrent/ForkJoinPool;Ljava/lang/ThreadGroup;Ljava/security/AccessControlContext;)V, sun/misc/Unsafe, putOrderedObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, eraseThreadLocals, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, eraseThreadLocals, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ForkJoinWorkerThread, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, cancel, (Z)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, cancel, (Z)Z, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, cancel, (Z)Z, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, set, (Ljava/lang/Object;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, set, (Ljava/lang/Object;)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, setException, (Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, setException, (Ljava/lang/Throwable;)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, run, ()V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, runAndReset, ()Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, finishCompletion, ()V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, awaitDone, (ZJ)I, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, removeWaiter, (Ljava/util/concurrent/FutureTask$WaitNode;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/FutureTask, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, casNext, (Ljava/util/concurrent/LinkedTransferQueue$Node;Ljava/util/concurrent/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, casItem, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, <init>, (Ljava/lang/Object;Z)V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, forgetNext, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, forgetContents, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, forgetContents, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, casTail, (Ljava/util/concurrent/LinkedTransferQueue$Node;Ljava/util/concurrent/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, casHead, (Ljava/util/concurrent/LinkedTransferQueue$Node;Ljava/util/concurrent/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, casSweepVotes, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doArrive, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doArrive, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doArrive, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doRegister, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doRegister, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, doRegister, (I)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, reconcileState, ()J, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, arriveAndAwaitAdvance, ()I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, arriveAndAwaitAdvance, ()I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, forceTermination, ()V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/Phaser, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/PriorityBlockingQueue, tryGrow, ([Ljava/lang/Object;I)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/PriorityBlockingQueue, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/PriorityBlockingQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, casNext, (Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, casItem, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, tryCancel, (Ljava/lang/Object;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue$QNode, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, advanceHead, (Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, advanceTail, (Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, casCleanMe, (Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;Ljava/util/concurrent/SynchronousQueue$TransferQueue$QNode;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/SynchronousQueue$TransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, localInit, ()V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, localInit, ()V, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, current, ()Ljava/util/concurrent/ThreadLocalRandom;, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, nextSeed, ()J, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, nextSeed, ()J, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, getProbe, ()I, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, advanceProbe, (I)I, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, nextSecondarySeed, ()I, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, nextSecondarySeed, ()I, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, nextSecondarySeed, ()I, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, writeObject, (Ljava/io/ObjectOutputStream;)V, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/ThreadLocalRandom, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, getRaw, (J)I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, set, (II)V, sun/misc/Unsafe, putIntVolatile, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, lazySet, (II)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, getAndSet, (II)I, sun/misc/Unsafe, getAndSetInt, (Ljava/lang/Object;JI)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, compareAndSetRaw, (JII)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, getAndAdd, (II)I, sun/misc/Unsafe, getAndAddInt, (Ljava/lang/Object;JI)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerArray, <clinit>, ()V, sun/misc/Unsafe, arrayIndexScale, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, <init>, (Ljava/lang/Class;Ljava/lang/String;Ljava/lang/Class;)V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, compareAndSet, (Ljava/lang/Object;II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, weakCompareAndSet, (Ljava/lang/Object;II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, set, (Ljava/lang/Object;I)V, sun/misc/Unsafe, putIntVolatile, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, lazySet, (Ljava/lang/Object;I)V, sun/misc/Unsafe, putOrderedInt, (Ljava/lang/Object;JI)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, get, (Ljava/lang/Object;)I, sun/misc/Unsafe, getIntVolatile, (Ljava/lang/Object;J)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, getAndSet, (Ljava/lang/Object;I)I, sun/misc/Unsafe, getAndSetInt, (Ljava/lang/Object;JI)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, getAndAdd, (Ljava/lang/Object;I)I, sun/misc/Unsafe, getAndAddInt, (Ljava/lang/Object;JI)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, getRaw, (J)J, sun/misc/Unsafe, getLongVolatile, (Ljava/lang/Object;J)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, set, (IJ)V, sun/misc/Unsafe, putLongVolatile, (Ljava/lang/Object;JJ)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, lazySet, (IJ)V, sun/misc/Unsafe, putOrderedLong, (Ljava/lang/Object;JJ)V, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, getAndSet, (IJ)J, sun/misc/Unsafe, getAndSetLong, (Ljava/lang/Object;JJ)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, compareAndSetRaw, (JJJ)Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, getAndAdd, (IJ)J, sun/misc/Unsafe, getAndAddLong, (Ljava/lang/Object;JJ)J, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, <clinit>, ()V, sun/misc/Unsafe, getUnsafe, ()Lsun/misc/Unsafe;, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
java/util/concurrent/atomic/AtomicLongArray, <clinit>, ()V, sun/misc/Unsafe, arrayIndexScale, (Ljava/lang/Class;)I, jdk8, jdk8, rt.jar@1.8, 1, jar
