className, methodName, methodDesc, owner, name, desc
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, getShort, ([BILjava/nio/ByteOrder;)S, sun/misc/Unsafe, getShort, (Ljava/lang/Object;J)S
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, putInt, ([BIILjava/nio/ByteOrder;)V, sun/misc/Unsafe, putInt, (Ljava/lang/Object;JI)V
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, getInt, ([BILjava/nio/ByteOrder;)I, sun/misc/Unsafe, getInt, (Ljava/lang/Object;J)I
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, putLong, ([BIJLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putLong, (Ljava/lang/Object;JJ)V
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, getLong, ([BILjava/nio/ByteOrder;)J, sun/misc/Unsafe, getLong, (Ljava/lang/Object;J)J
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, putChar, ([BICLjava/nio/ByteOrder;)V, sun/misc/Unsafe, putChar, (Ljava/lang/Object;JC)V
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, getChar, ([BILjava/nio/ByteOrder;)C, sun/misc/Unsafe, getChar, (Ljava/lang/Object;J)C
com/orientechnologies/common/serialization/OUnsafeBinaryConverter, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I
scala/concurrent/forkjoin/CountedCompleter, addToPendingCount, (I)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, compareAndSetPendingCount, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, decrementPendingCountUnlessZero, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, tryComplete, ()V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, propagateCompletion, ()V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, firstComplete, ()Lscala/concurrent/forkjoin/CountedCompleter;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/CountedCompleter, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, isEmpty, ()Z, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, push, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, putOrderedObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, growArray, ()[Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, growArray, ()[Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, growArray, ()[Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, putObjectVolatile, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pop, ()Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pop, ()Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pollAt, (I)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pollAt, (I)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, poll, ()Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, poll, ()Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, peek, ()Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, tryUnpush, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, popAndExecAll, ()V, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, popAndExecAll, ()V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, tryRemoveAndExec, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, tryRemoveAndExec, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, tryRemoveAndExec, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, tryRemoveAndExec, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pollAndExecCC, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, pollAndExecCC, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I
scala/concurrent/forkjoin/ForkJoinPool$WorkQueue, <clinit>, ()V, sun/misc/Unsafe, arrayIndexScale, (Ljava/lang/Class;)I
scala/concurrent/forkjoin/ForkJoinPool, acquirePlock, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, acquirePlock, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, tryAddWorker, ()V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, registerWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;)Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, registerWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;)Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, registerWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;)Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, registerWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;)Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, deregisterWorker, (Lscala/concurrent/forkjoin/ForkJoinWorkerThread;Ljava/lang/Throwable;)V, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, externalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, externalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, putOrderedObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, putOrderedObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, fullExternalPush, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, incrementActiveCount, ()V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, signalWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, signalWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)V, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, park, (ZJ)V
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, scan, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)Lscala/concurrent/forkjoin/ForkJoinTask;, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, idleAwaitWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;JJ)V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, idleAwaitWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;JJ)V, sun/misc/Unsafe, park, (ZJ)V
scala/concurrent/forkjoin/ForkJoinPool, idleAwaitWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;JJ)V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, idleAwaitWork, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;JJ)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, helpSignal, (Lscala/concurrent/forkjoin/ForkJoinTask;I)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, helpSignal, (Lscala/concurrent/forkjoin/ForkJoinTask;I)V, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, tryHelpStealer, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)I, sun/misc/Unsafe, getObjectVolatile, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool, tryHelpStealer, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)I, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool, tryCompensate, ()Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, tryCompensate, ()Z, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, tryCompensate, ()Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, tryCompensate, ()Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, awaitJoin, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)I, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, helpQuiescePool, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, helpQuiescePool, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, helpQuiescePool, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;)V, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, compareAndSwapLong, (Ljava/lang/Object;JJJ)Z
scala/concurrent/forkjoin/ForkJoinPool, tryTerminate, (ZZ)Z, sun/misc/Unsafe, unpark, (Ljava/lang/Object;)V
scala/concurrent/forkjoin/ForkJoinPool, tryExternalUnpush, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool, tryExternalUnpush, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, tryExternalUnpush, (Lscala/concurrent/forkjoin/ForkJoinTask;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool, externalHelpComplete, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool, externalHelpComplete, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, externalHelpComplete, (Lscala/concurrent/forkjoin/ForkJoinPool$WorkQueue;Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool, externalHelpJoin, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, getObject, (Ljava/lang/Object;J)Ljava/lang/Object;
scala/concurrent/forkjoin/ForkJoinPool, externalHelpJoin, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinPool, externalHelpJoin, (Lscala/concurrent/forkjoin/ForkJoinTask;)V, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, arrayBaseOffset, (Ljava/lang/Class;)I
scala/concurrent/forkjoin/ForkJoinPool, <clinit>, ()V, sun/misc/Unsafe, arrayIndexScale, (Ljava/lang/Class;)I
scala/concurrent/forkjoin/ForkJoinTask, setCompletion, (I)I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, trySetSignal, ()Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, externalAwaitDone, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, externalInterruptibleAwaitDone, ()I, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, get, (JLjava/util/concurrent/TimeUnit;)Ljava/lang/Object;, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, setForkJoinTaskTag, (S)S, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, compareAndSetForkJoinTaskTag, (SS)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/ForkJoinTask, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue$Node, casNext, (Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/LinkedTransferQueue$Node, casItem, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/LinkedTransferQueue$Node, <init>, (Ljava/lang/Object;Z)V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/LinkedTransferQueue$Node, forgetNext, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/LinkedTransferQueue$Node, forgetContents, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/LinkedTransferQueue$Node, forgetContents, ()V, sun/misc/Unsafe, putObject, (Ljava/lang/Object;JLjava/lang/Object;)V
scala/concurrent/forkjoin/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue$Node, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue, casTail, (Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/LinkedTransferQueue, casHead, (Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;Lscala/concurrent/forkjoin/LinkedTransferQueue$Node;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/forkjoin/LinkedTransferQueue, casSweepVotes, (II)Z, sun/misc/Unsafe, compareAndSwapInt, (Ljava/lang/Object;JII)Z
scala/concurrent/forkjoin/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/forkjoin/LinkedTransferQueue, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
scala/concurrent/impl/AbstractPromise, updateState, (Ljava/lang/Object;Ljava/lang/Object;)Z, sun/misc/Unsafe, compareAndSwapObject, (Ljava/lang/Object;JLjava/lang/Object;Ljava/lang/Object;)Z
scala/concurrent/impl/AbstractPromise, <clinit>, ()V, sun/misc/Unsafe, objectFieldOffset, (Ljava/lang/reflect/Field;)J
